belongs_to_collection,budget,id,original_title,popularity,revenue,runtime,vote_average,vote_count,revenue_mil,budget_mil,drama,comedy,thriller,action,romance,adventure,family,release_2010s,release_2000s,release_1990s,release_1980s_below,overview_vader,tagline_vader
0,85000000,10481,102 Dalmatians,7.6687520000000005,183611771.0,100.0,5.1,327.0,183.611771,85.0,0,1,0,0,0,0,1,0,1,0,0,0.9438,0.5106
1,13500000,10876,Quills,5.387711,7060876.0,124.0,6.8,129.0,7.060876,13.5,1,0,0,0,0,0,0,0,1,0,0,0.4939,-0.8481
1,75000000,9741,Unbreakable,14.67855,248118121.0,106.0,6.9,1994.0,248.118121,75.0,1,0,1,0,0,0,0,0,1,0,0,-0.8885,-0.4767
0,17000000,146,卧虎藏龙,19.944952999999998,213525736.0,120.0,7.2,949.0,213.525736,17.0,1,0,0,1,1,1,0,0,1,0,0,-0.7269,0.4939
0,35000000,11849,Dungeons & Dragons,4.884311,15185241.0,107.0,3.9,159.0,15.185241,35.0,0,0,0,1,0,1,0,0,1,0,0,-0.8791,-0.296
1,75000000,11678,Vertical Limit,6.548229,215663859.0,124.0,5.9,287.0,215.663859,75.0,0,0,1,1,0,1,0,0,1,0,0,-0.5267,0.0
1,25000000,2669,The Bounty,7.492912,8613462.0,132.0,6.5,109.0,8.613462,25.0,1,0,0,1,0,0,0,0,0,0,1,0.128,0.3182
0,40000000,708,The Living Daylights,12.189038,191185897.0,130.0,6.2,447.0,191.185897,40.0,0,0,1,1,0,1,0,0,0,0,1,-0.4019,0.3612
1,6000000,1857,The Transformers: The Movie,6.759181,5849647.0,84.0,7.1,134.0,5.849647,6.0,0,0,0,0,0,0,0,0,0,0,1,-0.6486,-0.3612
0,15000000,10673,Wall Street,11.672701,43848069.0,126.0,7.0,557.0,43.848069,15.0,1,0,0,0,0,0,0,0,0,0,1,-0.743,0.25
1,14000000,2604,Born on the Fourth of July,13.617645999999999,161001698.0,145.0,6.7,403.0,161.001698,14.0,1,0,0,0,0,0,0,0,0,0,1,-0.8658,0.5423
1,4000000,10132,Talk Radio,6.865513000000001,3468572.0,110.0,6.7,46.0,3.468572,4.0,1,0,0,0,0,0,0,0,0,0,1,-0.8807,0.0
1,20000000,11064,Brewster's Millions,6.526379,45833132.0,97.0,6.5,144.0,45.833132,20.0,0,1,0,0,0,0,0,0,0,0,1,0.5411,0.0
1,10000000,107,Snatch,14.014025,83557872.0,103.0,7.7,2953.0,83.557872,10.0,0,0,1,0,0,0,0,0,1,0,0,-0.7096,0.0
1,15000000,40820,Punchline,5.764399,21032267.0,123.0,5.1,41.0,21.032267,15.0,1,1,0,0,0,0,0,0,0,0,1,0.9287,0.6124
1,25000000,392,Chocolat,8.9256,152500343.0,121.0,6.8,979.0,152.500343,25.0,1,1,0,0,1,0,0,0,1,0,0,-0.743,0.0
1,13000000,8859,"Dude, Where’s My Car?",10.890236,73180723.0,83.0,5.3,523.0,73.180723,13.0,0,1,0,0,0,0,0,0,1,0,0,-0.6486,0.1695
0,100000000,11688,The Emperor's New Groove,12.297375,169327687.0,78.0,7.2,1544.0,169.327687,100.0,0,1,0,0,0,1,1,0,1,0,0,-0.714,0.0
1,6,12509,Pollock,11.179864,8.0,122.0,6.6,91.0,8e-06,6e-06,1,0,0,0,1,0,0,0,1,0,0,0.8176,0.4215
1,70000000,3981,What Women Want,9.963078999999999,374111707.0,127.0,6.1,1021.0,374.111707,70.0,0,1,0,0,1,0,0,0,1,0,0,-0.1027,0.0
1,43000000,711,Finding Forrester,10.536255,80049764.0,136.0,7.0,305.0,80.049764,43.0,1,0,0,0,0,0,0,0,1,0,0,0.6597,0.0
1,10000000,2046,The Gift,7.886926,12008642.0,111.0,6.4,288.0,12.008642,10.0,1,0,1,0,0,0,0,0,1,0,0,-0.631,-0.5423
1,90000000,8358,Cast Away,21.296343,429632142.0,143.0,7.5,3304.0,429.632142,90.0,1,0,0,0,0,1,0,0,1,0,0,0.4019,0.0
1,10000000,25520,The House of Mirth,2.492547,5164404.0,140.0,6.4,25.0,5.164404,10.0,1,0,0,0,1,0,0,0,1,0,0,0.7003,0.8885
0,45000000,1493,Miss Congeniality,9.510762,212000000.0,111.0,6.1,987.0,212.0,45.0,0,1,0,1,0,0,0,0,1,0,0,-0.0258,0.2755
1,26000000,134,"O Brother, Where Art Thou?",12.434175,71868327.0,106.0,7.3,1144.0,71.868327,26.0,0,1,0,1,0,1,0,0,1,0,0,0.34,0.0
0,28000000,10577,Dracula 2000,6.000716000000001,33000337.0,99.0,4.6,150.0,33.000337,28.0,0,0,1,0,0,0,0,0,1,0,0,-0.5719,-0.6887
1,80000000,11973,Thirteen Days,10.204559,34566746.0,145.0,6.9,192.0,34.566746,80.0,1,0,1,0,0,0,0,0,1,0,0,-0.6249,0.0
1,48000000,1900,Traffic,8.338222,207515725.0,147.0,6.9,573.0,207.515725,48.0,1,0,1,0,0,0,0,0,1,0,0,0.5187,0.128
1,8000000,10873,Shadow of the Vampire,12.691457000000002,8279017.0,92.0,6.6,149.0,8.279017,8.0,1,0,0,0,0,0,0,0,1,0,0,0.0,-0.2023
0,50000000,15739,Annie,8.997507,57059003.0,127.0,6.2,203.0,57.059003,50.0,1,1,0,0,0,0,1,0,0,0,1,0.5574,0.0
1,10000000,15413,Don't Tell Mom the Babysitter's Dead,5.402262,25196249.0,105.0,5.8,108.0,25.196249,10.0,0,1,0,0,0,0,1,0,0,1,0,0.1779,-0.8934
1,12000000,11209,The Alamo,4.73816,7900000.0,167.0,6.5,63.0,7.9,12.0,1,0,0,1,0,1,0,0,0,0,1,-0.3612,0.0
1,6500000,13715,At Close Range,10.092348,2347000.0,111.0,6.7,67.0,2.347,6.5,1,0,0,0,0,0,0,0,0,0,1,-0.9227,0.2263
1,30000000,9989,Antitrust,8.142166,18195610.0,108.0,5.8,156.0,18.19561,30.0,1,0,0,1,0,0,0,0,1,0,0,-0.1779,0.3182
0,13000000,9816,Save the Last Dance,4.7940879999999995,91038276.0,112.0,6.3,359.0,91.038276,13.0,1,0,0,0,1,0,1,0,1,0,0,0.0,0.0
1,1000000,20637,Panic,7.554807,779137.0,88.0,6.8,27.0,0.779137,1.0,1,1,0,0,0,0,0,0,1,0,0,-0.953,0.0
1,35000000,5955,The Pledge,12.806633999999999,29400000.0,123.0,6.6,221.0,29.4,35.0,1,0,1,0,0,0,0,0,1,0,0,-0.3818,0.0
1,11000000,16723,Sugar & Spice,7.715908,13276953.0,81.0,5.7,60.0,13.276953,11.0,0,1,0,0,0,0,0,0,1,0,0,0.8705,0.4754
1,35000000,2018,The Wedding Planner,8.056016,94728529.0,103.0,5.4,433.0,94.728529,35.0,0,1,0,0,0,0,0,0,1,0,0,0.6486,-0.4019
1,3000000,10937,Barfly,15.170192000000002,3221568.0,100.0,7.3,80.0,3.221568,3.0,1,1,0,0,1,0,0,0,0,0,1,0.1154,0.1119
0,20000000,96,Beverly Hills Cop II,9.200336,299965036.0,100.0,6.1,627.0,299.965036,20.0,0,1,0,1,0,0,0,0,0,0,1,0.4767,0.0
0,15000000,90,Beverly Hills Cop,8.503483000000001,316360478.0,105.0,6.8,985.0,316.360478,15.0,0,1,0,1,0,0,0,0,0,0,1,-0.431,0.0
1,1800000,12919,Can't Buy Me Love,9.104462,31623833.0,94.0,6.7,167.0,31.623833,1.8,1,1,0,0,1,0,1,0,0,0,1,0.9524,0.6808
1,10000000,15785,Cherry 2000,2.8497790000000003,14000.0,99.0,6.0,67.0,0.014,10.0,0,0,0,0,0,0,0,0,0,0,1,0.9337,0.0
1,35000000,10110,Empire of the Sun,10.220906,22238696.0,153.0,7.3,491.0,22.238696,35.0,1,0,0,0,0,0,0,0,0,0,1,0.5994,0.2023
0,3000000,18935,Ernest Goes to Camp,5.7122910000000005,23509382.0,92.0,5.5,40.0,23.509382,3.0,0,1,0,0,0,0,1,0,0,0,1,0.2118,0.0
0,350000,764,The Evil Dead,10.421679,29400000.0,85.0,7.3,913.0,29.4,0.35,0,0,0,0,0,0,0,0,0,0,1,0.0,-0.5267
1,55000000,12704,Ishtar,3.986985,14375181.0,107.0,4.3,29.0,14.375181,55.0,0,1,0,1,0,1,0,0,0,0,1,0.1406,0.0
0,23000000,580,Jaws: The Revenge,9.327986,51881013.0,89.0,3.5,227.0,51.881013,23.0,0,0,1,0,0,1,0,0,0,0,1,0.7351,0.0
1,1,13703,Less Than Zero,4.028679,12396383.0,98.0,6.1,77.0,12.396383,1e-06,1,0,0,0,1,0,0,0,0,0,1,0.9169,0.0
0,8500000,1547,The Lost Boys,9.099731,32222567.0,97.0,6.8,545.0,32.222567,8.5,0,1,0,0,0,0,0,0,0,0,1,0.7717,0.4843
0,6000000,10019,Mannequin,8.525782000000001,42721196.0,89.0,5.5,130.0,42.721196,6.0,0,1,0,0,1,0,0,0,0,0,1,0.8176,0.4019
1,22000000,11649,Masters of the Universe,7.106953999999999,17336370.0,106.0,5.1,196.0,17.33637,22.0,0,0,1,1,0,1,0,0,0,0,1,0.1027,-0.5994
1,12000000,13509,The Monster Squad,7.075533999999999,3769990.0,82.0,6.8,146.0,3.76999,12.0,0,1,0,1,0,0,0,0,0,0,1,0.7964,0.0
1,14000000,24940,Head Over Heels,5.594987000000001,10424470.0,86.0,5.3,73.0,10.42447,14.0,0,1,0,0,1,0,0,0,1,0,0,0.9393,0.0
0,87000000,9740,Hannibal,2.48875,351692268.0,131.0,6.4,1296.0,351.692268,87.0,1,0,1,0,0,0,0,0,1,0,0,-0.836,-0.6597
1,22000000,10878,Saving Silverman,8.526823,19351569.0,90.0,5.4,155.0,19.351569,22.0,0,1,0,0,1,0,0,0,1,0,0,0.9287,-0.6597
0,10000000,19405,Recess: School's Out,4.1956940000000005,44460850.0,83.0,6.6,68.0,44.46085,10.0,0,1,0,0,0,0,1,0,1,0,0,0.3659,0.0
1,40000000,1921,Sweet November,14.840318,65754228.0,119.0,6.4,292.0,65.754228,40.0,1,0,0,0,1,0,0,0,1,0,0,0.2732,0.0
1,75000000,23685,Monkeybone,8.893957,5409517.0,93.0,4.2,79.0,5.409517,75.0,0,1,0,1,0,1,0,0,1,0,0,-0.9041,0.0
1,62000000,12138,3000 Miles to Graceland,4.764480000000001,18720175.0,125.0,5.8,181.0,18.720175,62.0,0,1,1,1,0,1,0,0,1,0,0,-0.3182,-0.5423
1,57000000,6073,The Mexican,9.958406,147845033.0,123.0,5.8,453.0,147.845033,57.0,0,1,0,1,1,0,0,0,1,0,0,-0.4019,0.7906
1,1900000,82103,"Eu, Tu, Eles",1.075939,2070806.0,104.0,6.5,14.0,2.070806,1.9,1,1,0,0,1,0,0,0,1,0,0,-0.0772,0.4588
1,60000000,2749,15 Minutes,12.149946,56359980.0,120.0,5.7,194.0,56.35998,60.0,0,0,1,1,0,0,0,0,1,0,0,-0.9694,0.4215
1,20000000,2428,The Greatest Story Ever Told,3.9613419999999997,15473333.0,199.0,6.5,41.0,15.473333,20.0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0
1,3000000,22013,Elmer Gantry,6.409512,10400000.0,146.0,7.3,41.0,10.4,3.0,1,0,0,0,0,0,0,0,0,0,1,0.4215,0.7184
1,2000000,14460,Battle Beyond the Stars,2.921405,11000000.0,104.0,5.9,42.0,11.0,2.0,0,0,0,0,0,0,0,0,0,0,1,-0.296,-0.3818
1,4000000,17466,Death Warrant,13.905420000000001,16853487.0,93.0,5.4,117.0,16.853487,4.0,1,0,1,1,0,0,0,0,0,1,0,-0.8689,0.0
1,15000000,9594,Double Impact,6.600650999999999,30102717.0,110.0,5.3,219.0,30.102717,15.0,1,0,1,1,0,0,0,0,0,1,0,-0.875,-0.8176
1,23000000,2453,Harley Davidson and the Marlboro Man,7.338188000000001,7434726.0,98.0,6.1,86.0,7.434726,23.0,0,0,1,1,0,0,0,0,0,1,0,-0.5994,-0.128
1,7000000,33676,Losin' It,3.1320189999999997,1246141.0,100.0,4.5,31.0,1.246141,7.0,0,1,0,0,0,0,0,0,0,0,1,-0.3182,0.0
1,31000000,4587,Mermaids,5.55237,35419397.0,110.0,6.5,124.0,35.419397,31.0,1,1,0,0,1,0,0,0,0,1,0,0.9052,0.0
0,15000000,11454,Manhunter,0.338943,8620929.0,119.0,6.8,340.0,8.620929,15.0,0,0,1,0,0,0,0,0,0,0,1,-0.5719,0.0
1,7920000,4192,Death on the Nile,11.162277,14560084.0,140.0,6.7,121.0,14.560084,7.92,0,0,0,0,0,0,0,0,0,0,1,-0.7351,-0.7964
1,2900000,4985,The Longest Yard,9.460842999999999,43008075.0,121.0,6.4,71.0,43.008075,2.9,1,1,0,0,0,0,0,0,0,0,1,0.8225,0.5574
0,1250000,23730,C.H.U.D.,4.412794,3412497.0,88.0,5.3,62.0,3.412497,1.25,0,0,0,0,0,0,0,0,0,0,1,-0.7783,0.0
1,68000000,853,Enemy at the Gates,10.704813,96976270.0,131.0,7.2,1023.0,96.97627,68.0,0,0,0,0,0,0,0,0,1,0,0,-0.9313,0.5106
1,50000000,10877,Exit Wounds,12.280827,79958599.0,101.0,5.3,111.0,79.958599,50.0,0,0,1,1,0,0,0,0,1,0,0,-0.8151,-0.5267
1,9000000,77,Memento,15.450789000000002,39723096.0,113.0,8.1,4168.0,39.723096,9.0,0,0,1,0,0,0,0,0,1,0,0,-0.9633,0.5106
0,35000000,10054,Spy Kids,9.576744999999999,147934180.0,88.0,5.5,893.0,147.93418,35.0,0,1,0,1,0,1,1,0,1,0,0,0.3182,0.0
1,11000000,10646,Tomcats,4.63422,23430766.0,95.0,4.9,75.0,23.430766,11.0,0,1,0,0,1,0,0,0,1,0,0,-0.69,0.0
1,21000000,2575,The Tailor of Panama,6.226933,28008462.0,109.0,6.2,97.0,28.008462,21.0,1,0,1,0,0,0,0,0,1,0,0,0.1531,0.4404
1,2000000,55,Amores perros,5.958138,20908467.0,154.0,7.6,537.0,20.908467,2.0,1,0,1,0,0,0,0,0,1,0,0,-0.9325,-0.5423
0,60000000,2043,Along Came a Spider,13.214068,105178561.0,104.0,6.1,408.0,105.178561,60.0,0,0,1,1,0,0,0,0,1,0,0,-0.3612,0.0
1,53000000,4133,Blow,12.332222999999999,83282296.0,124.0,7.4,1352.0,83.282296,53.0,1,0,0,0,0,0,0,0,1,0,0,-0.2316,0.4215
0,16000000,10991,Pokémon 3: The Movie,10.264597,68411275.0,93.0,6.0,143.0,68.411275,16.0,0,0,0,1,0,1,1,0,1,0,0,0.0752,0.0
1,1000000,26791,Brigham City,0.202478,852206.0,119.0,7.3,4.0,0.852206,1.0,1,0,1,0,0,0,0,0,1,0,0,-0.9217,0.0
0,25000000,634,Bridget Jones's Diary,10.780524,281929795.0,97.0,6.6,1397.0,281.929795,25.0,1,1,0,0,1,0,0,0,1,0,0,-0.6249,-0.743
0,17700000,10956,Joe Dirt,10.442468,30987695.0,91.0,5.5,247.0,30.987695,17.7,1,1,0,0,1,1,0,0,1,0,0,0.1531,0.0
0,21150000,9290,Crocodile Dundee in Los Angeles,6.640385,39438674.0,92.0,4.7,149.0,39.438674,21.15,0,1,0,0,0,1,0,0,1,0,0,0.5574,0.0
1,25000000,111,Scarface,11.299673,65884703.0,170.0,8.0,3017.0,65.884703,25.0,1,0,1,1,0,0,0,0,0,0,1,-0.8968,0.0
1,94000000,10477,Driven,5.310558,54744738.0,116.0,4.5,180.0,54.744738,94.0,0,0,0,1,0,0,0,0,1,0,0,0.6249,0.3612
1,90000000,24113,Town & Country,1.9010650000000002,10372291.0,104.0,4.1,18.0,10.372291,90.0,0,1,0,0,1,0,0,0,1,0,0,0.7003,-0.296
0,98000000,1734,The Mummy Returns,16.945657,433013274.0,130.0,6.0,2258.0,433.013274,98.0,0,0,0,1,0,1,0,0,1,0,0,0.4767,0.7178
1,31115000,8095,Cleopatra,8.591238,71000000.0,248.0,6.7,148.0,71.0,31.115,1,0,0,0,1,0,0,0,0,0,1,0.5647,0.0
1,27000000,849,Krull,9.848674,16519460.0,117.0,5.8,130.0,16.51946,27.0,0,0,0,1,0,1,0,0,0,0,1,0.5106,0.0
1,17000000,11307,The World According to Garp,5.036929,29712172.0,136.0,6.9,87.0,29.712172,17.0,0,1,0,0,0,0,0,0,0,0,1,0.296,0.4404
1,12000000,78133,A Home of Our Own,4.4979190000000004,1703282.0,104.0,7.0,14.0,1.703282,12.0,1,1,0,0,0,0,0,0,0,1,0,0.6486,0.25
1,40000000,25221,For the Boys,10.336913000000001,23202444.0,138.0,6.5,20.0,23.202444,40.0,1,0,0,0,0,0,0,0,0,1,0,-0.4588,0.0
1,2200000,9062,Love Story,6.127903,136400000.0,99.0,6.6,123.0,136.4,2.2,1,0,0,0,1,0,0,0,0,0,1,-0.3315,0.5994
1,65000000,9476,A Knight's Tale,10.90061,117487473.0,132.0,6.6,933.0,117.487473,65.0,1,0,0,1,1,1,0,0,1,0,0,0.5719,0.0
1,53000000,5852,Angel Eyes,5.3962,29700000.0,102.0,5.5,91.0,29.7,53.0,1,0,1,0,1,0,0,0,1,0,0,0.6486,0.0
0,60000000,808,Shrek,17.987728,484409218.0,90.0,7.3,4183.0,484.409218,60.0,0,1,0,0,0,1,1,0,1,0,0,0.2486,0.6369
1,52500000,824,Moulin Rouge!,13.691781,179213434.0,127.0,7.4,1348.0,179.213434,52.5,1,0,0,0,1,0,0,0,1,0,0,0.9594,-0.7762
1,140000000,676,Pearl Harbor,11.419388,449220945.0,183.0,6.6,1833.0,449.220945,140.0,0,0,0,0,1,0,0,0,1,0,0,-0.7003,0.6369
1,22000000,22414,Postcards from the Edge,2.5236549999999998,39071603.0,101.0,6.3,53.0,39.071603,22.0,1,1,0,0,0,0,0,0,0,1,0,0.6866,0.7506
0,27000000,1406,City Slickers,7.3346860000000005,179033791.0,112.0,6.2,232.0,179.033791,27.0,1,1,0,1,0,1,0,0,0,1,0,0.0636,0.4404
1,15000000,1632,Mississippi Burning,13.971865,34604000.0,128.0,7.4,336.0,34.604,15.0,1,0,1,0,0,0,0,0,0,0,1,-0.8442,-0.5994
0,2000000,966,The Magnificent Seven,10.650752,4905000.0,128.0,7.4,472.0,4.905,2.0,0,0,0,0,0,0,0,0,0,0,1,-0.1027,0.126
1,14000000,11896,Throw Momma from the Train,6.573364,57915972.0,88.0,6.0,147.0,57.915972,14.0,0,1,0,0,0,0,0,0,0,0,1,-0.9595,0.4939
1,12000000,5923,The Sand Pebbles,11.354247,20000000.0,182.0,7.2,59.0,20.0,12.0,1,0,0,1,1,1,0,0,0,0,1,-0.8689,-0.8126
1,22000000,11090,The Animal,8.473369,84772742.0,84.0,4.6,310.0,84.772742,22.0,0,1,0,1,0,0,0,0,1,0,0,-0.8674,0.0
1,80000000,9397,Evolution,5.395127,98376292.0,101.0,5.7,650.0,98.376292,80.0,0,1,0,1,0,0,0,0,1,0,0,-0.6908,0.3818
1,102000000,9705,Swordfish,9.646208,147080413.0,99.0,6.1,946.0,147.080413,102.0,0,0,1,1,0,0,0,0,1,0,0,-0.4404,0.0
1,18000000,10364,Catch-22,4.984905,24911670.0,121.0,6.7,73.0,24.91167,18.0,1,1,0,0,0,0,0,0,0,0,1,-0.9612,0.0
1,24000000,1089,Point Break,11.453092999999999,83531958.0,120.0,6.9,861.0,83.531958,24.0,0,0,1,1,0,0,0,0,0,1,0,0.296,0.5719
1,23000000,17494,Unlawful Entry,6.477258,57138719.0,117.0,5.8,63.0,57.138719,23.0,0,0,1,0,0,0,0,0,0,1,0,0.7717,0.5106
1,90000,29393,Macabre,0.837849,5000000.0,72.0,6.1,7.0,5.0,0.09,0,0,1,0,0,0,0,0,0,0,1,0.7096,0.4389
1,21000000,9576,Tootsie,8.451188,177200000.0,116.0,6.9,429.0,177.2,21.0,0,1,0,0,1,0,0,0,0,0,1,0.9674,-0.5267
0,120000000,10865,Atlantis: The Lost Empire,10.901602,186053725.0,95.0,6.7,1257.0,186.053725,120.0,0,0,0,0,0,1,1,0,1,0,0,0.0,0.0
0,115000000,1995,Lara Croft: Tomb Raider,15.851722,274703340.0,100.0,5.7,2235.0,274.70334,115.0,0,0,1,1,0,1,0,0,1,0,0,-0.836,0.2023
0,70000000,10808,Dr. Dolittle 2,7.906683,176104344.0,87.0,4.9,422.0,176.104344,70.0,0,1,0,0,1,0,1,0,1,0,0,0.9912,0.0
0,38000000,9799,The Fast and the Furious,1.406181,207283925.0,106.0,6.6,3485.0,207.283925,38.0,0,0,1,1,0,0,0,0,1,0,0,-0.2263,0.0
1,100000000,644,A.I. Artificial Intelligence,13.249364000000002,235926552.0,146.0,6.8,2011.0,235.926552,100.0,1,0,0,0,0,1,0,0,1,0,0,0.6828,0.3818
1,16000000,16161,Baby Boy,9.503157,29381649.0,130.0,7.3,57.0,29.381649,16.0,1,0,0,0,1,0,0,0,1,0,0,-0.648,0.0
1,13000000,10691,Crazy/Beautiful,6.236729,16929123.0,99.0,6.6,98.0,16.929123,13.0,1,0,0,0,1,0,0,0,1,0,0,-0.7579,0.0
0,60000000,10992,Cats & Dogs,8.142251,93375151.0,87.0,5.0,363.0,93.375151,60.0,0,1,0,0,0,0,1,0,1,0,0,-0.5994,0.0
1,25000000,2140,Kiss of the Dragon,7.637345,64437847.0,98.0,6.4,304.0,64.437847,25.0,0,0,1,1,0,0,0,0,1,0,0,-0.9231,-0.1027
0,45000000,4248,Scary Movie 2,10.869056,141220678.0,83.0,5.4,1019.0,141.220678,45.0,0,1,0,0,0,0,0,0,1,0,0,-0.9062,-0.6719
0,18000000,11286,The Cannonball Run,6.693055,72179579.0,95.0,6.2,161.0,72.179579,18.0,0,1,0,0,0,0,0,0,0,0,1,-0.25,-0.4585
1,2686000,15875,Donovan's Reef,1.9202560000000002,6600000.0,109.0,6.0,31.0,6.6,2.686,0,1,0,0,1,1,0,0,0,0,1,0.6369,0.3802
1,270000,23439,House of Usher,3.481988,1450000.0,79.0,6.5,71.0,1.45,0.27,0,0,1,0,0,0,0,0,0,0,1,-0.9698,-0.6597
1,3200000,11697,The Man Who Shot Liberty Valance,6.641827,8000000.0,123.0,7.4,272.0,8.0,3.2,0,0,0,0,0,0,0,0,0,0,1,-0.6486,0.9081
1,14000000,19200,Shadows and Fog,8.678022,2735731.0,85.0,7.0,80.0,2.735731,14.0,0,1,1,0,0,0,0,0,0,1,0,-0.765,0.0
1,4000000,11536,The Misfits,5.317544,8200000.0,124.0,6.8,76.0,8.2,4.0,1,0,0,1,1,0,0,0,0,0,1,-0.0772,0.6696
1,4500000,10339,Moby Dick,4.31583,10400000.0,116.0,6.9,90.0,10.4,4.5,1,0,0,0,0,1,0,0,0,0,1,-0.9115,0.5562
1,10000000,13938,The Last Dragon,6.830599,25754284.0,108.0,6.4,71.0,25.754284,10.0,0,1,0,1,0,1,0,0,0,0,1,-0.128,-0.5023
1,16000000,10540,Outland,6.918821,17374595.0,112.0,6.2,153.0,17.374595,16.0,0,0,0,0,0,0,0,0,0,0,1,-0.8225,0.0
1,130000,9462,猛龍過江,11.116474,85000000.0,100.0,7.4,235.0,85.0,0.13,0,0,0,1,0,0,0,0,0,0,1,0.1655,-0.4019
0,137000000,2114,Final Fantasy: The Spirits Within,10.223851,85131830.0,106.0,5.9,441.0,85.13183,137.0,0,0,1,1,0,1,0,0,1,0,0,0.5423,0.0
0,18000000,8835,Legally Blonde,12.769371000000001,141774679.0,96.0,6.2,908.0,141.774679,18.0,0,1,0,0,0,0,0,0,1,0,0,0.2382,0.0
1,68000000,11371,The Score,14.741992000000002,71069884.0,124.0,6.7,436.0,71.069884,68.0,0,0,1,1,0,0,0,0,1,0,0,0.5106,-0.6908
1,5000000,15745,Made,3.531682,5476060.0,94.0,6.3,55.0,5.47606,5.0,0,1,1,1,0,0,0,0,1,0,0,-0.1027,-0.4019
1,7500000,9395,Above the Law,5.283245,18869631.0,99.0,5.9,140.0,18.869631,7.5,1,0,1,1,0,1,0,0,0,0,1,0.6705,-0.296
1,46630000,14506,The Adventures of Baron Munchausen,7.7534160000000005,8083123.0,126.0,6.9,185.0,8.083123,46.63,0,1,0,1,0,1,0,0,0,0,1,0.4588,0.802
1,4000000,5333,Apartment Zero,3.927714,670774.0,124.0,6.9,12.0,0.670774,4.0,1,0,1,0,0,0,0,0,0,0,1,-0.5106,0.0
1,4000000,59797,Bad Dreams,5.296777,9797098.0,86.0,5.3,31.0,9.797098,4.0,0,0,1,0,0,0,0,0,0,0,1,-0.9118,0.4019
1,20000000,19382,Biloxi Blues,4.619593,51684798.0,106.0,6.4,72.0,51.684798,20.0,1,1,0,0,1,0,0,0,0,0,1,-0.8834,0.0
1,19000000,9599,The Blob,10.874079,8247943.0,95.0,6.3,187.0,8.247943,19.0,0,0,0,0,0,0,0,0,0,0,1,-0.9001,-0.8074
1,8000000,94440,The Boost,0.964399,784990.0,95.0,5.3,12.0,0.78499,8.0,1,0,0,0,1,0,0,0,0,0,1,-0.5574,0.6249
1,3512454,110428,Camille Claudel 1915,0.13401400000000002,115860.0,95.0,7.0,20.0,0.11586,3.512454,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0
1,20000000,7520,Cocktail,9.270831,171504781.0,104.0,5.7,330.0,171.504781,20.0,1,0,0,0,1,0,0,0,0,0,1,0.8176,0.0
1,6000000,10126,Colors,5.529808,46616067.0,120.0,6.6,100.0,46.616067,6.0,1,0,0,1,0,0,0,0,0,0,1,0.0258,0.0
1,39000000,9602,Coming to America,7.830087,288752301.0,116.0,6.5,944.0,288.752301,39.0,0,1,0,0,1,0,0,0,0,0,1,0.9246,0.5574
0,2000000,3980,Critters,10.113807000000001,13167232.0,82.0,5.9,221.0,13.167232,2.0,0,1,1,1,0,0,0,0,0,0,1,0.0,-0.4019
0,4500000,10127,Critters 2,9.97523,3813293.0,86.0,5.0,91.0,3.813293,4.5,0,1,1,0,0,0,0,0,0,0,1,-0.4404,0.3612
0,6000000,26386,Ernest Saves Christmas,3.590547,28202109.0,95.0,4.9,47.0,28.202109,6.0,0,1,0,0,0,0,1,0,0,0,1,0.2263,0.6696
1,20000000,10675,Frantic,8.105858999999999,17637950.0,120.0,6.6,232.0,17.63795,20.0,1,0,1,0,0,0,0,0,0,0,1,0.0258,0.0
1,24000000,2617,The Great Outdoors,11.666172,43455230.0,91.0,6.4,155.0,43.45523,24.0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0
1,9000000,30690,Hot to Trot,1.9916099999999999,6436211.0,88.0,5.1,17.0,6.436211,9.0,0,1,0,0,0,0,0,0,0,0,1,0.4767,0.5983
1,2500000,11347,The Lair of the White Worm,9.97466,1189315.0,93.0,5.8,59.0,1.189315,2.5,0,1,0,0,0,0,0,0,0,0,1,-0.2617,0.0
0,12300000,12144,The Land Before Time,13.631352,84460846.0,69.0,7.0,660.0,84.460846,12.3,0,0,0,0,0,1,1,0,0,0,1,0.7184,0.3182
1,8000000,13704,License to Drive,9.631158000000001,22433275.0,90.0,6.1,100.0,22.433275,8.0,0,1,0,0,0,0,1,0,0,0,1,-0.693,0.0
1,20000000,12120,My Stepmother is an Alien,6.493525,13854000.0,108.0,5.3,132.0,13.854,20.0,0,1,0,0,0,0,0,0,0,0,1,0.431,0.0
1,12000000,38617,Off Limits,11.516964999999999,7242035.0,102.0,5.6,16.0,7.242035,12.0,1,0,1,1,0,0,0,0,0,0,1,-0.9349,-0.5187
1,8000000,51321,Permanent Record,1.194377,1893139.0,91.0,5.7,9.0,1.893139,8.0,1,0,0,0,0,0,0,0,0,0,1,0.9393,-0.6597
1,29000000,9604,Red Heat,14.250129999999999,34994648.0,104.0,5.8,360.0,34.994648,29.0,0,0,0,1,0,0,0,0,0,0,1,-0.8591,-0.7783
0,6200000,24929,Return of the Living Dead Part II,6.606325,9205924.0,89.0,5.8,95.0,9.205924,6.2,0,1,0,0,0,0,0,0,0,0,1,-0.891,-0.34
